a,b,weight
260290,261110,1
110020,354880,1
420480,420930,1
420480,420910,1
420480,420850,1
420470,421210,1
420460,520870,1
420460,430060,1
110020,354220,1
260190,261220,1
260190,530010,1
420460,421820,1
260290,260345,1
110020,354750,1
420460,421660,1
260290,260520,1
260290,260600,1
420460,421130,1
210120,210820,1
420460,421040,1
110020,354870,1
250750,260410,1
420930,421950,1
420930,430510,1
430390,431690,1
430440,431290,1
430440,431010,1
430440,430910,1
240810,330330,1
430420,431340,1
430420,431110,1
430420,430460,1
240810,330380,1
240810,350950,1
430390,431600,1
430440,431405,1
240810,352470,1
430390,431080,1
240810,353870,1
430390,430760,1
240810,354990,1
430390,430460,1
240810,430460,1
430380,430700,1
430380,430580,1
430440,431320,1
430440,431490,1
110020,261420,1
430460,431010,1
240610,520640,1
110020,270430,1
240710,240830,1
430460,431800,1
430460,431690,1
110020,270730,1
240710,241120,1
240710,355030,1
240780,241220,1
110020,280150,1
240810,310560,1
240800,240830,1
430460,430780,1
110020,291480,1
240800,260620,1
240800,530010,1
240810,241200,1
240810,270430,1
240810,292990,1
430440,432280,1
430360,430770,1
430350,530010,1
430350,432110,1
430300,431340,1
430310,430770,1
430300,530010,1
430300,432055,1
250110,251210,1
430300,431740,1
250110,251370,1
250110,280030,1
430300,431570,1
250150,250370,1
430300,431240,1
430350,431840,1
430300,430930,1
250150,250630,1
430280,431710,1
210255,251370,1
430280,431640,1
250180,250460,1
430270,431480,1
430270,431350,1
430270,430905,1
430310,430790,1
430310,430800,1
110020,292740,1
250110,250600,1
430350,431730,1
430350,431560,1
240810,520870,1
110020,291640,1
430350,430920,1
240810,521570,1
430350,430450,1
430310,530010,1
240940,431490,1
240990,241440,1
241200,250750,1
250110,250180,1
430310,431840,1
430310,431760,1
430310,431690,1
110020,291840,1
430310,431440,1
430310,431350,1
430310,431340,1
210300,210320,1
240580,240710,1
430210,530010,1
240120,500720,1
430520,432190,1
430520,431790,1
430520,431490,1
240120,291750,1
430520,431370,1
430520,430610,1
430510,530010,1
430510,432300,1
240120,355170,1
430510,432145,1
240120,260360,1
430510,432090,1
240120,521150,1
210300,210860,1
430510,431780,1
430510,431710,1
240140,240420,1
240140,240710,1
240140,250750,1
110020,251370,1
240120,261160,1
430540,431041,1
430460,432160,1
240020,240710,1
430620,432130,1
240020,240200,1
430620,431140,1
430610,432280,1
430610,432090,1
430610,432080,1
240020,240310,1
430610,431720,1
430610,431690,1
240020,240720,1
430540,431333,1
430610,431390,1
240020,280030,1
430610,430750,1
430600,432180,1
430580,432190,1
430580,431660,1
240120,240810,1
430580,431000,1
430540,432140,1
240140,260720,1
240140,270730,1
430510,431240,1
240325,280610,1
110020,261160,1
430470,431370,1
430470,431265,1
430470,431180,1
240325,260790,1
430470,430960,1
430470,430930,1
430470,430850,1
240325,261160,1
240325,355030,1
430510,431010,1
430463,432300,1
240325,421320,1
430463,431760,1
240420,240800,1
430463,430920,1
430463,430620,1
240420,241120,1
430460,432250,1
430460,432170,1
430470,431490,1
430470,431690,1
240325,250750,1
240325,240820,1
240200,240710,1
240200,240720,1
110020,260960,1
240200,240830,1
240200,530010,1
240260,240720,1
430490,431490,1
430490,431330,1
430490,431260,1
430490,431180,1
430490,430940,1
430490,430910,1
430490,430680,1
240310,241120,1
240310,355030,1
430480,430820,1
430480,430810,1
240325,240800,1
430470,432080,1
430270,430460,1
430210,432250,1
420930,530010,1
421420,421930,1
250400,330455,1
421480,421860,1
421480,421820,1
421480,421780,1
421480,421660,1
421480,421580,1
250400,355030,1
421440,421930,1
250400,430510,1
250400,510790,1
250400,313670,1
421420,421660,1
421400,421820,1
421400,421480,1
421360,421930,1
250400,521973,1
421320,432250,1
421320,430700,1
110020,310620,1
250460,260290,1
421480,530010,1
421500,421950,1
421690,431490,1
250400,260410,1
250400,251530,1
421690,421850,1
250400,251620,1
421670,421720,1
421660,530010,1
250400,260290,1
421660,431410,1
421660,421930,1
421660,421870,1
421630,421660,1
421520,421720,1
421610,421970,1
421610,421690,1
421605,421930,1
421580,500270,1
421580,431870,1
250400,270430,1
421580,421690,1
421575,421690,1
421570,421660,1
250460,260720,1
250600,250690,1
250630,251370,1
421040,421480,1
210160,210910,1
421100,431240,1
421100,421720,1
421050,431140,1
210160,210300,1
421050,421720,1
250750,251250,1
421050,421130,1
421040,431680,1
421010,431680,1
250630,251620,1
421010,421580,1
421003,421950,1
421003,421930,1
421000,421280,1
420990,421480,1
110020,311455,1
420950,421460,1
420945,421970,1
210140,211220,1
421120,421170,1
250690,251080,1
421120,421770,1
421120,421900,1
421250,421690,1
421250,421580,1
421250,421320,1
421223,421520,1
421200,421970,1
250630,260790,1
421200,421360,1
421190,421800,1
250630,260880,1
421187,421970,1
421185,421970,1
421175,421650,1
421175,421205,1
421165,421690,1
421140,421185,1
421130,431490,1
421130,421480,1
421130,421400,1
250630,351870,1
421690,430600,1
421690,431750,1
430210,431950,1
250300,250860,1
430160,430450,1
430160,430350,1
430150,431115,1
250300,250320,1
430150,430680,1
430140,431180,1
430140,430700,1
430140,430680,1
430100,431490,1
430100,431280,1
430160,431100,1
210232,210860,1
250300,251370,1
430100,430510,1
430080,431900,1
430080,431580,1
250300,260620,1
430080,430440,1
430080,430380,1
250300,260720,1
250190,250750,1
110020,310350,1
421690,431870,1
110020,293135,1
430210,431900,1
210232,210990,1
250180,251530,1
250180,261110,1
430210,431330,1
430210,431320,1
430210,430940,1
250180,280030,1
250180,292400,1
430210,430490,1
430160,431480,1
430210,430480,1
430210,430463,1
250180,330240,1
430160,500270,1
250180,330455,1
250180,354780,1
250180,520870,1
430160,431710,1
430160,431560,1
430060,431760,1
250320,250720,1
210170,210960,1
421770,421870,1
250370,353440,1
421870,431140,1
421870,430460,1
250400,250690,1
421850,431180,1
421840,421870,1
421820,431410,1
421820,430820,1
421780,421820,1
421760,421870,1
430060,430270,1
421750,510622,1
421750,431140,1
421750,430700,1
421750,421970,1
250400,251370,1
421750,421930,1
421720,421950,1
421690,432250,1
421690,432200,1
250370,251620,1
250320,421580,1
250320,355430,1
250320,355030,1
430040,432240,1
430040,431750,1
250320,250890,1
250320,251120,1
250320,251370,1
430040,430510,1
430040,430420,1
430020,431780,1
250320,260680,1
430010,432070,1
430010,431830,1
250320,261160,1
430010,431570,1
421950,431180,1
250320,270430,1
421930,510622,1
421930,432130,1
421930,432040,1
421930,431490,1
354770,411210,1
354260,410580,1
354760,355090,1
350450,353470,1
313670,354990,1
150812,510622,1
313670,410120,1
350570,352220,1
350570,351380,1
313670,410580,1
313670,420430,1
350570,350950,1
313670,430160,1
350570,350840,1
350560,355170,1
350550,520870,1
313670,510623,1
350550,355370,1
350550,355030,1
350550,354970,1
350550,353950,1
350550,353810,1
350550,353400,1
350550,353130,1
313670,520330,1
313670,354890,1
350570,352730,1
350570,353060,1
350570,420910,1
350590,351860,1
313670,330280,1
350590,351190,1
350590,351110,1
313670,330350,1
150840,352570,1
350570,530010,1
350570,500270,1
350570,421660,1
350570,411915,1
150360,150375,1
150840,351210,1
313670,330610,1
313670,351500,1
150340,420910,1
350570,354990,1
350570,354880,1
313670,353650,1
350570,354850,1
350570,354390,1
350550,352570,1
313670,521973,1
313670,522140,1
350520,350790,1
313840,314810,1
313840,315110,1
313840,315490,1
313840,317130,1
350520,352260,1
313840,330300,1
313840,351970,1
350520,351540,1
350520,351410,1
350520,350730,1
313820,317130,1
313840,354990,1
350520,350530,1
313860,314080,1
350460,353280,1
350450,412410,1
313862,353020,1
350450,354980,1
350450,354640,1
150360,310620,1
350520,354580,1
313820,317010,1
313690,314300,1
313720,355340,1
350530,410880,1
313720,314430,1
150360,150553,1
313720,315150,1
350530,353640,1
313720,317010,1
350530,352900,1
350530,352360,1
313720,355170,1
350530,351910,1
313820,316990,1
313760,314930,1
150360,260620,1
350530,351240,1
313780,315140,1
313780,316930,1
313820,315220,1
350530,350590,1
313820,315250,1
350520,410940,1
313670,330240,1
350590,352930,1
313670,330220,1
313620,314470,1
313520,431340,1
313550,314590,1
350610,530010,1
350610,510704,1
350610,355710,1
350610,355220,1
313620,313960,1
350610,354890,1
350610,353870,1
350610,351740,1
313520,316110,1
313620,314590,1
350610,351110,1
350610,350790,1
150240,150613,1
350600,431410,1
350600,421130,1
350600,412770,1
350600,412710,1
350600,412410,1
350620,352600,1
150240,150550,1
350600,411820,1
313510,316110,1
313490,314600,1
313490,314720,1
350650,353010,1
350650,352710,1
313490,316940,1
350650,351820,1
313505,315210,1
313505,317103,1
350650,351300,1
350650,351000,1
350620,500660,1
313510,317080,1
313510,521250,1
350640,351190,1
350635,530010,1
350635,355030,1
313520,313760,1
350635,354260,1
313520,315120,1
313520,315700,1
350600,411990,1
313620,314700,1
350590,353350,1
150309,150840,1
313670,314600,1
313670,314700,1
313670,315180,1
313670,315780,1
350600,351880,1
160030,160053,1
350600,351450,1
313670,317070,1
350600,351000,1
350600,350780,1
160030,230730,1
350600,350760,1
150340,150795,1
350600,350730,1
350600,350650,1
350590,354940,1
313670,320020,1
350590,354020,1
313670,320120,1
150840,354160,1
160030,230440,1
313670,313860,1
313620,316190,1
150293,150553,1
350600,355170,1
150240,211130,1
313620,317050,1
150270,330100,1
350600,354940,1
313620,330455,1
350600,354870,1
350600,354780,1
313620,522060,1
350600,354220,1
350600,353360,1
313630,314310,1
313630,314330,1
313630,314740,1
313630,314810,1
350600,353870,1
313630,317010,1
313665,314070,1
160030,250400,1
350600,353370,1
313880,315880,1
350450,353440,1
292990,293360,1
350450,353190,1
350320,353930,1
314330,316860,1
350320,353670,1
350320,353640,1
350320,353630,1
350320,353290,1
150420,261110,1
314330,317020,1
350320,352760,1
350320,352530,1
314330,317130,1
350320,352270,1
314330,320530,1
314330,330455,1
314330,350280,1
350320,351880,1
150420,317020,1
350320,351820,1
350320,351640,1
350320,351080,1
314330,350950,1
350320,353950,1
314330,315340,1
350320,354560,1
350320,420540,1
350330,351300,1
314300,355030,1
350330,351080,1
314300,355170,1
314300,355710,1
314300,521150,1
350320,520870,1
350320,500540,1
350320,421200,1
350320,355630,1
350320,354630,1
350320,355330,1
350320,355220,1
314320,354970,1
314330,314505,1
350320,354990,1
350320,354980,1
314330,314790,1
314330,315250,1
350320,354760,1
350320,350940,1
350320,350850,1
314330,351960,1
314390,330470,1
314390,317200,1
314390,320240,1
314390,320480,1
350280,350950,1
314390,330100,1
314390,330452,1
150420,411990,1
314390,330455,1
350280,350530,1
314390,330475,1
350280,352740,1
350275,352390,1
350250,355480,1
314390,330600,1
314390,330630,1
314390,530010,1
350210,510637,1
350210,510180,1
350210,510125,1
314410,317020,1
350280,352390,1
350280,352900,1
350320,350590,1
314330,510025,1
314330,352390,1
314330,354140,1
350280,530010,1
350280,510623,1
350280,410690,1
150420,320530,1
350280,355510,1
350280,355500,1
350280,354980,1
350280,354870,1
350280,353010,1
314340,316200,1
350280,354640,1
350280,354220,1
150420,330455,1
350280,353730,1
350280,353470,1
314390,315110,1
314390,316250,1
350280,353080,1
350330,352140,1
314300,353390,1
350330,352360,1
350410,351640,1
350410,355220,1
313900,355620,1
313900,421690,1
350410,354680,1
313940,315700,1
150375,150420,1
313940,317020,1
350410,352050,1
350410,351960,1
350410,350960,1
350410,355670,1
150375,160030,1
350410,350710,1
313940,317130,1
313940,320530,1
350400,353730,1
350400,353550,1
350400,353530,1
313950,316870,1
350400,350600,1
350410,355620,1
350410,411370,1
350390,355150,1
350440,500720,1
350450,352270,1
313900,314590,1
350450,351670,1
313900,315170,1
350450,351140,1
350450,350950,1
350450,350750,1
313900,315250,1
350450,350530,1
350440,354980,1
350410,420910,1
313900,351840,1
313900,354340,1
350440,353730,1
350440,351190,1
150360,317010,1
350420,354980,1
350420,350650,1
350410,530010,1
150360,354140,1
350390,420910,1
313960,315710,1
150420,160030,1
350330,354750,1
314080,330455,1
150812,355170,1
350360,355450,1
350330,500720,1
350330,355670,1
350330,355230,1
314110,350115,1
314110,350950,1
350330,354890,1
314140,315700,1
350370,353350,1
314140,317020,1
314220,317200,1
350330,353440,1
314280,314810,1
314280,317010,1
314300,352260,1
350330,352900,1
350330,352800,1
150420,150810,1
314080,314590,1
350370,353500,1
313990,314340,1
314000,315210,1
313990,315960,1
350390,354580,1
313990,317170,1
350390,352050,1
314000,314700,1
350390,351570,1
350390,351380,1
350390,350660,1
350390,350570,1
350380,355030,1
150420,150680,1
350380,354580,1
314000,316935,1
350380,351040,1
314000,317120,1
314000,330240,1
314070,315140,1
350370,354570,1
150420,150613,1
350370,353960,1
150220,355030,1
350650,354970,1
350650,355030,1
350650,355620,1
350950,412550,1
350950,411990,1
350950,411885,1
350950,411150,1
312870,314730,1
150140,260960,1
350950,355710,1
160030,522185,1
312870,315250,1
312870,351310,1
350950,355540,1
350950,355410,1
312870,351380,1
312870,352510,1
150140,313170,1
312870,353710,1
312950,316210,1
312950,530010,1
312980,314480,1
150140,314930,1
150140,315250,1
350950,412770,1
312870,313900,1
350950,420820,1
350960,352340,1
350960,355535,1
350960,355220,1
350960,355030,1
350960,354990,1
350960,354870,1
350960,354580,1
312770,431490,1
312770,510840,1
350960,352400,1
350960,351640,1
350950,421690,1
350950,520870,1
350950,520540,1
350950,520510,1
312800,313520,1
350950,510790,1
312800,315720,1
350950,500270,1
350950,431870,1
312800,316860,1
312980,315670,1
150140,317020,1
150140,330170,1
150140,420540,1
150140,354880,1
150140,354890,1
350950,353060,1
313130,421620,1
313170,313240,1
150140,410690,1
350950,352680,1
160030,420910,1
350950,352480,1
150140,430770,1
350950,353390,1
150140,500270,1
160030,420430,1
350950,352250,1
313170,314430,1
350950,352030,1
150150,150795,1
160030,410830,1
350950,351860,1
350950,351740,1
150140,354390,1
350950,353440,1
312980,315780,1
313130,315700,1
312980,316870,1
313010,354890,1
313030,317070,1
313030,411820,1
313090,313620,1
313090,315700,1
313090,316870,1
150140,350590,1
313130,314800,1
150140,350950,1
350950,353640,1
150140,351040,1
350950,354330,1
350950,354100,1
350950,354000,1
313130,320150,1
350950,353760,1
313130,330630,1
350950,353670,1
150140,352470,1
312770,431410,1
350970,352040,1
350970,352440,1
351100,510795,1
351110,353030,1
351110,352950,1
351110,352930,1
312610,314710,1
351110,352480,1
351110,352140,1
312710,312950,1
351110,351550,1
351110,351190,1
351100,355630,1
351110,353150,1
351100,355030,1
351100,353950,1
351100,353740,1
351100,353640,1
312710,313340,1
312710,313862,1
312710,315280,1
312710,315690,1
351080,354630,1
351110,353130,1
351110,353350,1
160040,310900,1
312510,354780,1
351150,353650,1
351150,352670,1
351150,352640,1
351150,352320,1
351150,351230,1
351110,530010,1
351110,500630,1
351110,500600,1
312510,353860,1
312510,354990,1
312610,313670,1
312510,355240,1
351110,354890,1
351110,354880,1
351110,354650,1
351110,354560,1
312510,500830,1
351110,354140,1
351110,353810,1
351110,353570,1
351080,354390,1
150140,231290,1
350970,353800,1
312770,330045,1
150140,250400,1
351030,352230,1
312770,316190,1
351020,355700,1
312770,316720,1
351020,354000,1
351020,352390,1
351020,352320,1
312770,320260,1
312770,330220,1
351030,355300,1
351000,353530,1
351000,352670,1
351000,351440,1
350970,530010,1
312770,330452,1
350970,355480,1
350970,355410,1
312770,352590,1
350970,354190,1
312770,315180,1
351040,351907,1
351060,354730,1
351040,410690,1
150140,240810,1
351060,351500,1
351050,355410,1
312710,351200,1
312710,352570,1
150140,250320,1
351050,354850,1
351050,353800,1
351040,430770,1
312710,354760,1
312770,313520,1
351040,355030,1
351040,354580,1
312710,354980,1
312710,355170,1
351040,353870,1
351040,353710,1
160040,310620,1
351040,353070,1
351040,352730,1
350950,351670,1
313170,314930,1
313170,315710,1
313380,354580,1
350760,351040,1
150220,150240,1
350760,350920,1
350750,510480,1
350750,420840,1
350750,411370,1
350750,355450,1
313380,316720,1
350750,355220,1
150220,210330,1
350760,351640,1
313380,354990,1
313420,314310,1
350750,354880,1
313420,314430,1
350750,354100,1
350750,353710,1
313420,315770,1
313420,315980,1
350750,353020,1
350760,351630,1
350760,351907,1
350750,352680,1
350775,351200,1
313350,315200,1
350775,354970,1
313375,314110,1
313375,314520,1
313375,315290,1
313375,353650,1
313375,354340,1
350775,352930,1
350775,352710,1
150180,160030,1
350760,352030,1
313380,313665,1
350760,420420,1
313380,314560,1
313380,314790,1
350760,354580,1
350760,353080,1
313380,315140,1
313380,315700,1
313380,316470,1
350750,352900,1
350750,352670,1
350775,355170,1
313440,352480,1
313440,314280,1
350700,355240,1
313440,317010,1
350700,355060,1
350700,355030,1
160030,270430,1
350700,353870,1
350700,352840,1
350700,352590,1
350700,352240,1
350700,355650,1
313440,353475,1
350700,351860,1
350700,351230,1
350700,351150,1
313440,355030,1
313440,500370,1
350650,500720,1
350650,500270,1
313440,510180,1
350700,355450,1
313420,355630,1
350750,351880,1
350720,354200,1
313420,350210,1
313420,350320,1
350750,351150,1
350750,350950,1
313420,350570,1
350720,500600,1
350720,412580,1
350720,355500,1
350720,354980,1
313420,351550,1
350700,410690,1
313420,353080,1
350720,353970,1
313420,353190,1
350720,353540,1
350720,352740,1
313420,354550,1
350710,352590,1
313420,354880,1
350700,421690,1
350775,355030,1
350775,355630,1
160030,410580,1
313240,313990,1
313170,530010,1
150170,150220,1
350920,352340,1
313190,317070,1
350920,351630,1
350920,351350,1
313190,320530,1
313240,313780,1
350900,355650,1
313240,314600,1
350920,354730,1
350900,352730,1
313240,314760,1
350900,351640,1
350900,350960,1
313240,316930,1
313240,330455,1
313240,350850,1
313240,350950,1
313240,351840,1
350920,353080,1
350920,354870,1
350850,520510,1
350940,355170,1
350950,351500,1
313170,317130,1
160030,350210,1
350950,351350,1
160030,330630,1
313170,350320,1
313170,353650,1
313170,353870,1
313170,354780,1
350940,354760,1
350920,354980,1
313170,355410,1
350925,355030,1
350925,354260,1
350920,520140,1
350920,421690,1
313170,520870,1
313170,521460,1
350920,355220,1
150170,150210,1
350850,530010,1
350850,355620,1
350775,412810,1
350820,352010,1
313240,520510,1
150180,150680,1
350840,352050,1
313300,314730,1
313300,315180,1
313300,316940,1
350820,353630,1
350820,352930,1
350820,352410,1
350820,351620,1
160030,320060,1
313300,350950,1
313310,314410,1
350810,352710,1
350790,355040,1
313310,314760,1
350790,352900,1
313310,330630,1
350775,500830,1
313340,352930,1
350840,352470,1
350840,352730,1
313240,352050,1
350850,352900,1
350850,355250,1
350850,355220,1
350850,355070,1
150170,150550,1
150180,150210,1
350850,354880,1
350850,354780,1
350850,353870,1
313240,352390,1
350850,351880,1
350840,352930,1
350850,351380,1
350850,351340,1
350850,351050,1
350840,411520,1
350840,410690,1
313240,353870,1
350840,355220,1
313240,354870,1
350840,352940,1
150420,520870,1
350210,412770,1
314410,351080,1
315210,351880,1
150810,211130,1
330020,330455,1
330020,330430,1
150795,352930,1
315780,350190,1
330020,330080,1
330020,330070,1
150553,354850,1
315780,350950,1
330010,330555,1
330010,330490,1
315780,351350,1
330010,330430,1
330010,330420,1
330010,330400,1
330010,330380,1
330010,330360,1
150553,354870,1
330010,330260,1
150795,150810,1
315780,410550,1
315770,500600,1
315770,420590,1
150553,351350,1
315770,351740,1
330040,330580,1
330040,330555,1
315720,350320,1
315720,520640,1
330040,330411,1
330040,330380,1
330040,330370,1
315770,351620,1
330040,330290,1
330040,330225,1
315770,412580,1
315770,351790,1
315770,351860,1
330030,330620,1
330030,330540,1
330030,330400,1
315770,352010,1
315770,353020,1
315770,353960,1
315770,354340,1
315780,420910,1
330010,330030,1
315780,421660,1
320520,352590,1
320530,330010,1
320520,510622,1
320520,500270,1
320520,420910,1
315960,354390,1
320520,354970,1
320520,354850,1
315960,354990,1
320520,354390,1
315960,421660,1
320530,330220,1
315960,522140,1
320520,330580,1
315980,317010,1
315980,355030,1
315980,520510,1
150553,500320,1
316040,316470,1
316070,316250,1
316070,317130,1
315960,352590,1
320530,330240,1
150553,420910,1
315960,330420,1
320530,510840,1
315780,421900,1
315780,520320,1
320530,420820,1
320530,420540,1
320530,420420,1
320530,410840,1
320530,410690,1
320530,355500,1
315960,330455,1
320530,330290,1
320530,354660,1
320530,354340,1
320530,353870,1
320530,353080,1
320530,352590,1
320530,350920,1
320530,350600,1
320530,330490,1
150553,431490,1
330040,330610,1
330040,330620,1
150553,330420,1
330100,510340,1
330170,330220,1
315250,352390,1
330150,330340,1
330140,330240,1
330120,330600,1
330120,330340,1
315250,352590,1
315250,352720,1
330110,330210,1
330100,355030,1
315250,352260,1
330100,351880,1
330100,330630,1
315250,353050,1
315250,353390,1
315250,353550,1
315250,354730,1
330100,330410,1
315250,354850,1
315250,354980,1
150553,313620,1
315250,351970,1
150553,314590,1
315250,317100,1
330210,330340,1
330210,330220,1
330200,330414,1
330200,330350,1
330200,330330,1
330200,330320,1
330200,330240,1
330190,330520,1
315250,316190,1
330190,330270,1
330170,330390,1
330190,330240,1
330170,530010,1
330170,420540,1
315250,320520,1
315250,330040,1
315250,330240,1
315250,350840,1
330170,330490,1
330170,330475,1
330100,330310,1
315250,355650,1
330040,354780,1
330050,330150,1
330070,330170,1
330070,330080,1
330060,330310,1
315580,316290,1
315670,320530,1
330050,330480,1
315690,354340,1
315690,355430,1
315700,315710,1
315700,316110,1
315490,317130,1
330050,330100,1
330045,510525,1
315700,320320,1
315700,355620,1
315700,355670,1
330045,330414,1
150553,330200,1
150553,330240,1
315710,316860,1
330070,330270,1
315290,316470,1
330080,520870,1
315250,510622,1
330080,431010,1
330080,410690,1
330080,352720,1
315250,430930,1
330080,350970,1
330080,330580,1
330080,330490,1
315250,510340,1
330080,330452,1
330080,330240,1
315290,316040,1
330080,330225,1
330080,330170,1
315280,317010,1
330070,510525,1
330070,510340,1
330070,330580,1
330070,330550,1
315280,354940,1
315280,530010,1
316110,316250,1
320500,530010,1
320500,500660,1
320020,320332,1
317010,351350,1
320040,320510,1
317010,352220,1
320040,320260,1
317010,352480,1
317010,352710,1
317010,353190,1
320020,320520,1
317010,353320,1
320020,320300,1
150680,292740,1
317010,353470,1
320020,320040,1
320010,330240,1
317010,353650,1
320010,320460,1
320010,320340,1
317010,353730,1
320010,320040,1
317200,500370,1
317010,350920,1
320040,354870,1
317200,330455,1
320060,330025,1
320090,320320,1
320090,320270,1
316990,354330,1
316990,354390,1
150680,354260,1
320060,352440,1
320060,350920,1
317010,320530,1
320060,330240,1
317010,330455,1
320040,420240,1
320060,320520,1
317010,330490,1
320060,320460,1
320060,320320,1
320060,320313,1
317010,350210,1
317010,350600,1
320060,320130,1
320040,530010,1
317200,354870,1
317130,330370,1
316990,317010,1
317020,431370,1
317020,520140,1
317020,330455,1
317020,350320,1
317020,510760,1
317020,510704,1
317020,510030,1
317020,350600,1
317020,431490,1
317020,431440,1
317020,421690,1
317020,520510,1
317020,421660,1
317020,350610,1
317020,351110,1
317020,411370,1
317020,355100,1
317020,355090,1
317020,355060,1
317020,352250,1
317020,353475,1
317020,520350,1
317020,330080,1
317130,320490,1
317070,353870,1
317120,420910,1
317120,355220,1
317010,354390,1
317120,350920,1
317070,530010,1
317070,431680,1
317010,355170,1
317010,355690,1
317070,354780,1
317010,411820,1
317020,520910,1
317070,351840,1
317070,350570,1
317070,330630,1
317070,320530,1
317010,500370,1
150680,211130,1
317010,510790,1
317010,520510,1
317020,521850,1
316990,317130,1
316960,521880,1
150553,510025,1
316720,317130,1
316370,354970,1
316470,351620,1
316470,353630,1
320380,330240,1
316470,355030,1
320350,320500,1
320350,320410,1
316720,317040,1
316720,317080,1
150553,521460,1
320480,320520,1
320320,320520,1
320320,320500,1
316720,330455,1
320320,320350,1
316720,350950,1
320313,320320,1
320300,320340,1
316720,351840,1
320270,320460,1
320480,320510,1
316370,330455,1
316720,355030,1
316110,317020,1
320500,412560,1
320500,410180,1
320500,354880,1
316110,317010,1
320500,353870,1
320500,352940,1
320500,351350,1
320500,350950,1
320500,350920,1
320500,330490,1
320480,330310,1
316200,317070,1
316200,317170,1
320500,330170,1
316210,530010,1
316290,317200,1
316290,411915,1
316370,330390,1
320490,320500,1
320480,330410,1
320260,530010,1
316720,410690,1
320090,353870,1
316960,317010,1
320130,330455,1
320130,330250,1
150553,530010,1
150613,171610,1
316935,412550,1
316940,317070,1
320130,320300,1
316940,530010,1
320130,320190,1
150680,530010,1
316935,330240,1
320120,320506,1
320120,320500,1
320120,320480,1
320120,320340,1
320120,320332,1
320120,320280,1
320120,320260,1
320120,320140,1
320120,320130,1
316935,330455,1
320140,320506,1
320240,355030,1
320190,330475,1
320240,350600,1
320240,330455,1
320240,330100,1
316720,510790,1
316720,520140,1
320240,320510,1
320240,320340,1
316720,521150,1
320220,320530,1
316720,521973,1
320140,320520,1
316860,316870,1
320160,320500,1
320160,320490,1
320150,530010,1
150553,521550,1
316860,317070,1
320150,320470,1
316860,330045,1
320150,320410,1
315210,410690,1
330210,330470,1
314410,355030,1
315210,317200,1
330600,530010,1
330600,354980,1
330600,330610,1
314700,521550,1
330580,354390,1
330580,350650,1
330580,330630,1
330580,330600,1
330555,530010,1
330555,500320,1
150812,353020,1
330555,330610,1
314710,314990,1
314710,315150,1
330520,330550,1
330510,355030,1
330510,330580,1
330490,530010,1
330490,420540,1
314710,315670,1
330490,354850,1
314700,353190,1
314700,320040,1
314700,317120,1
350010,350620,1
350010,353730,1
314600,353070,1
350010,353320,1
350010,352880,1
150543,280060,1
314610,316935,1
350010,351440,1
350010,350720,1
350010,350650,1
350010,350210,1
330630,351380,1
314610,355030,1
330630,421620,1
330630,420930,1
330630,410690,1
314700,314810,1
330630,355240,1
330630,354990,1
314700,315780,1
314700,317080,1
330490,353070,1
330490,330575,1
314710,316310,1
330455,410480,1
330455,420890,1
330455,420590,1
314760,316370,1
314760,330020,1
330455,411820,1
330455,411520,1
330455,410830,1
150543,311860,1
314790,314800,1
330455,410370,1
314740,314930,1
314790,315150,1
330455,355620,1
314790,315250,1
150543,314590,1
314790,315770,1
330455,354980,1
330455,354890,1
314790,316040,1
314790,316250,1
330455,420910,1
330455,421250,1
314710,410690,1
330455,431680,1
330470,530010,1
150543,291750,1
150543,310400,1
330455,520110,1
330455,510180,1
330455,500370,1
330455,500320,1
330455,431800,1
330455,431740,1
330455,431640,1
150543,311830,1
330455,431560,1
314730,316370,1
314730,330420,1
330455,430700,1
314730,352470,1
330455,430390,1
330455,430350,1
330455,430160,1
330455,421690,1
350010,353870,1
314600,350950,1
350010,355340,1
350170,355220,1
314520,315140,1
314520,316470,1
350190,354130,1
350190,353870,1
350190,353710,1
314520,330350,1
314520,350950,1
314520,354850,1
350190,350760,1
350160,355620,1
350190,355620,1
314520,530010,1
314590,314610,1
350160,354980,1
350160,354870,1
350160,354630,1
150530,211130,1
314590,314700,1
350160,353930,1
350160,353880,1
350190,355210,1
314480,530010,1
314590,315720,1
150420,522140,1
350210,355230,1
314430,315200,1
350210,354980,1
314430,350950,1
314430,351820,1
314430,352710,1
350210,353730,1
350210,353550,1
350210,353475,1
350210,353020,1
350210,350600,1
350210,353010,1
314430,354780,1
350210,352470,1
350210,352090,1
314480,314610,1
350210,351190,1
314480,315780,1
350210,350650,1
350210,350620,1
350160,353730,1
150543,150795,1
350010,355510,1
350050,355160,1
350070,352530,1
314590,410180,1
350070,350530,1
314590,431870,1
350060,354390,1
350060,353070,1
314590,500320,1
350050,431340,1
350050,355210,1
350050,353870,1
350070,353670,1
350050,352260,1
314590,520320,1
350050,350920,1
314590,521460,1
350010,500720,1
314600,316200,1
350010,411370,1
350010,410480,1
314600,317070,1
350070,352680,1
350070,353880,1
350160,353320,1
150543,210120,1
314590,316720,1
350160,352690,1
314590,317070,1
314590,317120,1
350160,351440,1
350160,351280,1
350160,351040,1
314590,320040,1
350160,350750,1
350115,355060,1
350070,355030,1
350115,352050,1
350115,350700,1
350100,500020,1
314590,352710,1
350100,354780,1
350100,353870,1
350100,353020,1
314590,354780,1
