
="",="(1)",="(2)",="(3)",="(4)",="(5)",="(6)",="(7)",="(8)",="(9)",="(10)",="(11)",="(12)",="(13)",="(14)",="(15)",="(16)",="(17)",="(18)",="(19)",="(20)",="(21)",="(22)",="(23)",="(24)",="(25)",="(26)",="(27)",="(28)",="(29)",="(30)",="(31)",="(32)",="(33)",="(34)",="(35)",="(36)",="(37)",="(38)",="(39)",="(40)",="(41)",="(42)",="(43)",="(44)",="(45)"
="2010.year#c.avg_ftreat_pf_n_l_firm_emp_2009",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="0.070",="-0.063",="",="",="",="0.001",="-0.015",="",="",="",="-0.006",="-0.015"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.045)",="(0.063)",="",="",="",="(0.019)",="(0.026)",="",="",="",="(0.016)",="(0.022)"

="2011.year#c.avg_ftreat_pf_n_l_firm_emp_2009",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="0.000",="0.000",="",="",="",="0.000",="0.000",="",="",="",="0.000",="0.000"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(.)",="(.)",="",="",="",="(.)",="(.)",="",="",="",="(.)",="(.)"

="2012.year#c.avg_ftreat_pf_n_l_firm_emp_2009",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="-0.041",="-0.035",="",="",="",="-0.012",="-0.003",="",="",="",="-0.008",="0.003"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.046)",="(0.062)",="",="",="",="(0.020)",="(0.025)",="",="",="",="(0.014)",="(0.019)"

="2013.year#c.avg_ftreat_pf_n_l_firm_emp_2009",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="-0.060",="-0.074",="",="",="",="-0.034",="0.019",="",="",="",="-0.041**",="-0.009"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.067)",="(0.090)",="",="",="",="(0.022)",="(0.029)",="",="",="",="(0.019)",="(0.027)"

="2014.year#c.avg_ftreat_pf_n_l_firm_emp_2009",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="-0.172**",="-0.162",="",="",="",="-0.047**",="0.027",="",="",="",="-0.054***",="-0.002"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.077)",="(0.108)",="",="",="",="(0.024)",="(0.032)",="",="",="",="(0.020)",="(0.028)"

="2015.year#c.avg_ftreat_pf_n_l_firm_emp_2009",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="-0.280***",="-0.273**",="",="",="",="-0.070**",="-0.010",="",="",="",="-0.073***",="-0.017"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.092)",="(0.134)",="",="",="",="(0.029)",="(0.038)",="",="",="",="(0.026)",="(0.034)"

="2016.year#c.avg_ftreat_pf_n_l_firm_emp_2009",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="-0.315***",="-0.340**",="",="",="",="-0.081***",="-0.040",="",="",="",="-0.084***",="-0.043"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.106)",="(0.164)",="",="",="",="(0.029)",="(0.042)",="",="",="",="(0.026)",="(0.036)"

="N",="31336",="27576",="17736",="27576",="17736",="31153",="27364",="17630",="27364",="17630",="31210",="27434",="17666",="27434",="17666",="32664",="28920",="17736",="28920",="17736",="32468",="28695",="17630",="28695",="17630",="32529",="28769",="17666",="28769",="17666",="31336",="27576",="17736",="27576",="17736",="31153",="27364",="17630",="27364",="17630",="31210",="27434",="17666",="27434",="17666"

="Standard errors in parentheses"
="* p<0.10, ** p<0.05, *** p<0.01"
