spec;section;outcome;row_type;value
"disentangle_race";"layer_cross_firm";"lr_remdezr_h_layer_white";"c_white_main_se";   0.0015"
"disentangle_race";"layer_cross_firm";"lr_remdezr_h_layer_white";"c_white_pre";  -0.0012
"disentangle_race";"layer_cross_firm";"lr_remdezr_h_layer_white";"c_white_pre_se";   0.0015"
"disentangle_race";"layer_cross_firm";"lr_remdezr_h_layer_white";"c_white_pre_ftest";   0.0424"
"disentangle_race";"layer_cross_firm";"lr_remdezr_h_layer_white";"c_white_n_obs";      30,391"
"disentangle_race";"layer_cross_firm";"lr_remdezr_h_layer_white";"c_white_n_firms";       3,957"
"disentangle_race";"layer_cross_firm";"lr_remdezr_h_layer_nonwhite";"c_white_main";   0.0046**
"disentangle_race";"layer_cross_firm";"lr_remdezr_h_layer_nonwhite";"c_white_main_se";   0.0018"
"disentangle_race";"layer_cross_firm";"lr_remdezr_h_layer_nonwhite";"c_white_pre";  -0.0014
"disentangle_race";"layer_cross_firm";"lr_remdezr_h_layer_nonwhite";"c_white_pre_se";   0.0021"
"disentangle_race";"layer_cross_firm";"lr_remdezr_h_layer_nonwhite";"c_white_pre_ftest";   0.2892"
"disentangle_race";"layer_cross_firm";"lr_remdezr_h_layer_nonwhite";"c_white_n_obs";      25,081"
"disentangle_race";"layer_cross_firm";"lr_remdezr_h_layer_nonwhite";"c_white_n_firms";       3,618"
"disentangle_race";"layer_cross_firm";"lr_remdezr_h_layer_white";"c_nonwhite_main";   0.0015**
"disentangle_race";"layer_cross_firm";"lr_remdezr_h_layer_white";"c_nonwhite_main_se";   0.0007"
"disentangle_race";"layer_cross_firm";"lr_remdezr_h_layer_white";"c_nonwhite_pre";  -0.0003
"disentangle_race";"layer_cross_firm";"lr_remdezr_h_layer_white";"c_nonwhite_pre_se";   0.0005"
"disentangle_race";"layer_cross_firm";"lr_remdezr_h_layer_white";"c_nonwhite_pre_ftest";   0.3127"
"disentangle_race";"layer_cross_firm";"lr_remdezr_h_layer_white";"c_nonwhite_n_obs";      26,072"
"disentangle_race";"layer_cross_firm";"lr_remdezr_h_layer_white";"c_nonwhite_n_firms";       3,428"
"disentangle_race";"layer_cross_firm";"lr_remdezr_h_layer_nonwhite";"c_nonwhite_main";   0.0009
"disentangle_race";"layer_cross_firm";"lr_remdezr_h_layer_nonwhite";"c_nonwhite_main_se";   0.0012"
"disentangle_race";"layer_cross_firm";"lr_remdezr_h_layer_nonwhite";"c_nonwhite_pre";  -0.0007
"disentangle_race";"layer_cross_firm";"lr_remdezr_h_layer_nonwhite";"c_nonwhite_pre_se";   0.0013"
"disentangle_race";"layer_cross_firm";"lr_remdezr_h_layer_nonwhite";"c_nonwhite_pre_ftest";   0.6013"
"disentangle_race";"layer_cross_firm";"lr_remdezr_h_layer_nonwhite";"c_nonwhite_n_obs";      25,257"
"disentangle_race";"layer_cross_firm";"lr_remdezr_h_layer_nonwhite";"c_nonwhite_n_firms";       3,500"
"disentangle_race";"layer_firm_year";"l_layer_emp_white";"c_white_main";   0.0027
"disentangle_race";"layer_firm_year";"l_layer_emp_white";"c_white_main_se";   0.0084"
"disentangle_race";"layer_firm_year";"l_layer_emp_white";"c_white_pre";  -0.0035
"disentangle_race";"layer_firm_year";"l_layer_emp_white";"c_white_pre_se";   0.0071"
"disentangle_race";"layer_firm_year";"l_layer_emp_white";"c_white_pre_ftest";   0.8065"
"disentangle_race";"layer_firm_year";"l_layer_emp_white";"c_white_n_obs";      31,203"
"disentangle_race";"layer_firm_year";"l_layer_emp_white";"c_white_n_firms";       4,035"
"disentangle_race";"layer_firm_year";"l_layer_emp_nonwhite";"c_white_main";  -0.0034
"disentangle_race";"layer_firm_year";"l_layer_emp_nonwhite";"c_white_main_se";   0.0112"
"disentangle_race";"layer_firm_year";"l_layer_emp_nonwhite";"c_white_pre";   0.0175***
"disentangle_race";"layer_firm_year";"l_layer_emp_nonwhite";"c_white_pre_se";   0.0068"
"disentangle_race";"layer_firm_year";"l_layer_emp_nonwhite";"c_white_pre_ftest";   0.0155"
"disentangle_race";"layer_firm_year";"l_layer_emp_nonwhite";"c_white_n_obs";      25,817"
"disentangle_race";"layer_firm_year";"l_layer_emp_nonwhite";"c_white_n_firms";       3,619"
"disentangle_race";"layer_firm_year";"l_layer_emp_white";"c_nonwhite_main";  -0.0048
"disentangle_race";"layer_firm_year";"l_layer_emp_white";"c_nonwhite_main_se";   0.0039"
"disentangle_race";"layer_firm_year";"l_layer_emp_white";"c_nonwhite_pre";   0.0027
"disentangle_race";"layer_firm_year";"l_layer_emp_white";"c_nonwhite_pre_se";   0.0023"
"disentangle_race";"layer_firm_year";"l_layer_emp_white";"c_nonwhite_pre_ftest";   0.5976"
"disentangle_race";"layer_firm_year";"l_layer_emp_white";"c_nonwhite_n_obs";      26,830"
"disentangle_race";"layer_firm_year";"l_layer_emp_white";"c_nonwhite_n_firms";       3,486"
"disentangle_race";"layer_firm_year";"l_layer_emp_nonwhite";"c_nonwhite_main";   0.0186***
"disentangle_race";"layer_firm_year";"l_layer_emp_nonwhite";"c_nonwhite_main_se";   0.0070"
"disentangle_race";"layer_firm_year";"l_layer_emp_nonwhite";"c_nonwhite_pre";  -0.0062
"disentangle_race";"layer_firm_year";"l_layer_emp_nonwhite";"c_nonwhite_pre_se";   0.0079"
"disentangle_race";"layer_firm_year";"l_layer_emp_nonwhite";"c_nonwhite_pre_ftest";   0.1618"
"disentangle_race";"layer_firm_year";"l_layer_emp_nonwhite";"c_nonwhite_n_obs";      26,099"
"disentangle_race";"layer_firm_year";"l_layer_emp_nonwhite";"c_nonwhite_n_firms";       3,552"
"disentangle_race";"layer_cross_firm";"l_layer_emp_white";"c_white_main";  -0.0040
"disentangle_race";"layer_cross_firm";"l_layer_emp_white";"c_white_main_se";   0.0089"
"disentangle_race";"layer_cross_firm";"l_layer_emp_white";"c_white_pre";   0.0067
"disentangle_race";"layer_cross_firm";"l_layer_emp_white";"c_white_pre_se";   0.0073"
"disentangle_race";"layer_cross_firm";"l_layer_emp_white";"c_white_pre_ftest";   0.5218"
"disentangle_race";"layer_cross_firm";"l_layer_emp_white";"c_white_n_obs";      30,391"
"disentangle_race";"layer_cross_firm";"l_layer_emp_white";"c_white_n_firms";       3,957"
"disentangle_race";"layer_cross_firm";"l_layer_emp_nonwhite";"c_white_main";  -0.0015
"disentangle_race";"layer_cross_firm";"l_layer_emp_nonwhite";"c_white_main_se";   0.0100"
"disentangle_race";"layer_cross_firm";"l_layer_emp_nonwhite";"c_white_pre";   0.0221**
"disentangle_race";"layer_cross_firm";"l_layer_emp_nonwhite";"c_white_pre_se";   0.0095"
"disentangle_race";"layer_cross_firm";"l_layer_emp_nonwhite";"c_white_pre_ftest";   0.0398"
"disentangle_race";"layer_cross_firm";"l_layer_emp_nonwhite";"c_white_n_obs";      25,081"
"disentangle_race";"layer_cross_firm";"l_layer_emp_nonwhite";"c_white_n_firms";       3,618"
"disentangle_race";"layer_cross_firm";"l_layer_emp_white";"c_nonwhite_main";  -0.0035
"disentangle_race";"layer_cross_firm";"l_layer_emp_white";"c_nonwhite_main_se";   0.0041"
"disentangle_race";"layer_cross_firm";"l_layer_emp_white";"c_nonwhite_pre";   0.0033
"disentangle_race";"layer_cross_firm";"l_layer_emp_white";"c_nonwhite_pre_se";   0.0026"
"disentangle_race";"layer_cross_firm";"l_layer_emp_white";"c_nonwhite_pre_ftest";   0.4334"
"disentangle_race";"layer_cross_firm";"l_layer_emp_white";"c_nonwhite_n_obs";      26,072"
"disentangle_race";"layer_cross_firm";"l_layer_emp_white";"c_nonwhite_n_firms";       3,428"
"disentangle_race";"layer_cross_firm";"l_layer_emp_nonwhite";"c_nonwhite_main";   0.0191***
"disentangle_race";"layer_cross_firm";"l_layer_emp_nonwhite";"c_nonwhite_main_se";   0.0067"
"disentangle_race";"layer_cross_firm";"l_layer_emp_nonwhite";"c_nonwhite_pre";  -0.0035
"disentangle_race";"layer_cross_firm";"l_layer_emp_nonwhite";"c_nonwhite_pre_se";   0.0061"
"disentangle_race";"layer_cross_firm";"l_layer_emp_nonwhite";"c_nonwhite_pre_ftest";   0.7177"
"disentangle_race";"layer_cross_firm";"l_layer_emp_nonwhite";"c_nonwhite_n_obs";      25,257"
"disentangle_race";"layer_cross_firm";"l_layer_emp_nonwhite";"c_nonwhite_n_firms";       3,500"
"disentangle_race";"firm_firm_year";"l_firm_emp";"c_white_main";   0.0008
"disentangle_race";"firm_firm_year";"l_firm_emp";"c_white_main_se";   0.0070"
"disentangle_race";"firm_firm_year";"l_firm_emp";"c_white_pre";   0.0021
"disentangle_race";"firm_firm_year";"l_firm_emp";"c_white_pre_se";   0.0047"
"disentangle_race";"firm_firm_year";"l_firm_emp";"c_white_pre_ftest";   0.9099"
"disentangle_race";"firm_firm_year";"l_firm_emp";"c_white_n_obs";      32,145"
"disentangle_race";"firm_firm_year";"l_firm_emp";"c_white_n_firms";       4,056"
