spec;section;outcome;row_type;value
"disentangle_edu";"layer_firm_year";"lr_remdezr_h_layer_2_higher";"c_0_no_hs_n_firms";       2,898"
"disentangle_edu";"layer_firm_year";"lr_remdezr_h_layer_0_no_hs";"c_1_hs_main";   0.0014
"disentangle_edu";"layer_firm_year";"lr_remdezr_h_layer_0_no_hs";"c_1_hs_main_se";   0.0014"
"disentangle_edu";"layer_firm_year";"lr_remdezr_h_layer_0_no_hs";"c_1_hs_pre";  -0.0023*
"disentangle_edu";"layer_firm_year";"lr_remdezr_h_layer_0_no_hs";"c_1_hs_pre_se";   0.0013"
"disentangle_edu";"layer_firm_year";"lr_remdezr_h_layer_0_no_hs";"c_1_hs_pre_ftest";   0.0071"
"disentangle_edu";"layer_firm_year";"lr_remdezr_h_layer_0_no_hs";"c_1_hs_n_obs";      26,996"
"disentangle_edu";"layer_firm_year";"lr_remdezr_h_layer_0_no_hs";"c_1_hs_n_firms";       3,688"
"disentangle_edu";"layer_firm_year";"lr_remdezr_h_layer_1_hs";"c_1_hs_main";   0.0045***
"disentangle_edu";"layer_firm_year";"lr_remdezr_h_layer_1_hs";"c_1_hs_main_se";   0.0011"
"disentangle_edu";"layer_firm_year";"lr_remdezr_h_layer_1_hs";"c_1_hs_pre";  -0.0013
"disentangle_edu";"layer_firm_year";"lr_remdezr_h_layer_1_hs";"c_1_hs_pre_se";   0.0015"
"disentangle_edu";"layer_firm_year";"lr_remdezr_h_layer_1_hs";"c_1_hs_pre_ftest";   0.4259"
"disentangle_edu";"layer_firm_year";"lr_remdezr_h_layer_1_hs";"c_1_hs_n_obs";      31,500"
"disentangle_edu";"layer_firm_year";"lr_remdezr_h_layer_1_hs";"c_1_hs_n_firms";       4,060"
"disentangle_edu";"layer_firm_year";"lr_remdezr_h_layer_2_higher";"c_1_hs_main";   0.0028
"disentangle_edu";"layer_firm_year";"lr_remdezr_h_layer_2_higher";"c_1_hs_main_se";   0.0019"
"disentangle_edu";"layer_firm_year";"lr_remdezr_h_layer_2_higher";"c_1_hs_pre";   0.0051*
"disentangle_edu";"layer_firm_year";"lr_remdezr_h_layer_2_higher";"c_1_hs_pre_se";   0.0029"
"disentangle_edu";"layer_firm_year";"lr_remdezr_h_layer_2_higher";"c_1_hs_pre_ftest";   0.2729"
"disentangle_edu";"layer_firm_year";"lr_remdezr_h_layer_2_higher";"c_1_hs_n_obs";      22,475"
"disentangle_edu";"layer_firm_year";"lr_remdezr_h_layer_2_higher";"c_1_hs_n_firms";       3,215"
"disentangle_edu";"layer_firm_year";"lr_remdezr_h_layer_0_no_hs";"c_2_higher_main";   0.0004
"disentangle_edu";"layer_firm_year";"lr_remdezr_h_layer_0_no_hs";"c_2_higher_main_se";   0.0005"
"disentangle_edu";"layer_firm_year";"lr_remdezr_h_layer_0_no_hs";"c_2_higher_pre";  -0.0009*
"disentangle_edu";"layer_firm_year";"lr_remdezr_h_layer_0_no_hs";"c_2_higher_pre_se";   0.0005"
"disentangle_edu";"layer_firm_year";"lr_remdezr_h_layer_0_no_hs";"c_2_higher_pre_ftest";   0.3278"
"disentangle_edu";"layer_firm_year";"lr_remdezr_h_layer_0_no_hs";"c_2_higher_n_obs";      20,908"
"disentangle_edu";"layer_firm_year";"lr_remdezr_h_layer_0_no_hs";"c_2_higher_n_firms";       2,812"
"disentangle_edu";"layer_firm_year";"lr_remdezr_h_layer_1_hs";"c_2_higher_main";   0.0005
"disentangle_edu";"layer_firm_year";"lr_remdezr_h_layer_1_hs";"c_2_higher_main_se";   0.0004"
"disentangle_edu";"layer_firm_year";"lr_remdezr_h_layer_1_hs";"c_2_higher_pre";  -0.0000
"disentangle_edu";"layer_firm_year";"lr_remdezr_h_layer_1_hs";"c_2_higher_pre_se";   0.0005"
"disentangle_edu";"layer_firm_year";"lr_remdezr_h_layer_1_hs";"c_2_higher_pre_ftest";   0.9572"
"disentangle_edu";"layer_firm_year";"lr_remdezr_h_layer_1_hs";"c_2_higher_n_obs";      23,892"
"disentangle_edu";"layer_firm_year";"lr_remdezr_h_layer_1_hs";"c_2_higher_n_firms";       3,062"
"disentangle_edu";"layer_firm_year";"lr_remdezr_h_layer_2_higher";"c_2_higher_main";  -0.0017
